conversation_id,aantal_vragen,aantal_beantwoord,percentage_beantwoord,eindoordeel,uitleg,gesprekstekst
df997f25-7033-45d9-af39-1b04b8725b5e,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er breekt brand uit bij de foodtrucks, help snel!
Agent: We hebben de beveiliging en brandweer direct gealarmeerd, loop rustig weg van het gebied."
e2ca6f8d-e496-46c1-9478-2a47ae0477fa,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er breekt brand uit bij de foodtrucks, help snel!
Agent: We hebben de beveiliging en brandweer direct gealarmeerd, loop rustig weg van het gebied."
e637ef45-389c-4117-bd04-630c369909d2,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Ik ben mijn telefoon kwijtgeraakt gisteravond bij het hoofdpodium, wat nu?
Agent: Meld dit bij het Lost & Found-punt bij de hoofdingang, daar wordt alles verzameld dat gevonden wordt.
Bezoeker: Top, bedankt voor de snelle reactie.
Agent: Geen probleem, veel plezier!"
e6a4a8c2-bd80-49ff-a697-8b1feaa44643,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Hoe kom ik van podium 2 naar de foodtrucks?
Agent: Loop rechtdoor richting het grote scherm, de foodtrucks staan links achter het tweede podium.
Bezoeker: Oke duidelijk, dank je.
Agent: You're welcome, enjoy the festival!"
e706ffa7-800b-4d88-bd4e-efd75c7cb4f9,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: There's a medical emergency near the main stage, someone collapsed!
Agent: Medical staff are on their way to the main stage right now, please keep the area clear."
e8afbfdc-6abd-4ba4-b055-3f0a9ef2e77f,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Waar kan ik een kluisje huren op het terrein?
Agent: Bij het kluisjespunt naast het hoofdpodium, betalen kan met pin of via de app."
e92698c6-09c3-4139-a3de-ceded2b48155,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!
Agent: We sturen direct EHBO naar podium 2, blijf alsjeblieft bij de persoon totdat hulp arriveert."
eb0011d0-2f86-4f6a-9008-bd62896affe6,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,Bezoeker: www.decibel.nl/faq
eb81d078-4c0b-46ec-945e-4bd4fa1b3c10,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!
Agent: We sturen direct EHBO naar podium 2, blijf alsjeblieft bij de persoon totdat hulp arriveert."
f02f05b7-7043-4ba3-b135-6743bad4f67d,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Gibt es einen Ladepunkt für Elektroautos auf dem Parkplatz?
Agent: Ja, bei Parkfeld B stehen mehrere Ladesäulen zur Verfügung."
f1db4694-cb5c-466d-9e74-a7d987a60366,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Mijn dochter is zoek, ik kan haar nergens meer vinden op het terrein.
Agent: We sturen direct een melding naar alle medewerkers en zetten de infobalie in, kun je naar de infobalie bij de hoofdingang komen?"
f36555c7-c4c1-43f0-898c-4e6c454eeb84,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.,"Bezoeker: Krijg ik statiegeld terug voor mijn plastic bekers?
Agent: Ja, lever je bekers in bij een van de statiegeldpunten en krijg je €1 per beker terug."
f4b33fb7-079a-4df6-a704-e9e2bcfec19e,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Hoe kom ik van podium 2 naar de foodtrucks?
Agent: Loop rechtdoor richting het grote scherm, de foodtrucks staan links achter het tweede podium.
Bezoeker: Top, bedankt voor de snelle reactie.
Agent: You're welcome, enjoy the festival!"
f4f21a7b-b56b-4f57-a678-7e9737690628,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Hoe kom ik van podium 2 naar de foodtrucks?
Agent: Loop rechtdoor richting het grote scherm, de foodtrucks staan links achter het tweede podium."
f606fce4-b1d4-4f01-9bed-8d1e03766aa4,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!
Agent: Probeer het later nog eens.
Bezoeker: Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!"
f7d2b1ee-2f54-4496-a9bc-af078329ce1b,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Moet ik me kunnen legitimeren bij de leeftijdscontrole?
Agent: Ja, neem een geldig ID-bewijs mee, dat wordt bij de ingang gecontroleerd."
fa88e361-a78c-4135-9b0d-a2ef87a5c386,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Het geluid bij podium 3 staat zo hard dat het pijn doet aan mijn oren, dit kan echt niet!
Agent: Bedankt voor de melding, we geven dit direct door aan de geluidstechnici om het niveau te controleren."
feec0f6a-c34d-4f06-8131-05bccb625c0d,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Waar kan ik mijn fiets stallen dichtbij de ingang?
Agent: Er is een bewaakte fietsenstalling bij ingang West, zo'n 200 meter van de hoofdingang.
Bezoeker: Top, bedankt voor de snelle reactie.
Agent: Graag gedaan, nog een fijn festival verder!"
