conversation_id,created_at,text,main_topic,subtopic,similarity
e69e4a97-f37d-4abd-9e7b-777d958f4833,2026-08-30T12:49:25.623247+00:00,Waarom staat het volume van de MainStage zachter dan andere areas?,Venue,Noise,0.4664459824562073
e69e4a97-f37d-4abd-9e7b-777d958f4833,2026-08-30T12:50:46.990899+00:00,Wordt er rekening gehouden met het volume en het welzijn voor de dieren in Safari park beekse Bergen?,Venue,Amenities,0.3589794635772705
ecae5c32-a624-4614-b7b7-06fdea193ba6,2026-08-30T08:29:24.398190+00:00,"Bonjour 

Puis-je sortir du festival (lakeside camping) pour charger ma voiture et rentrer à nouveau à l’intérieur du festival",Transport,Parking,0.5304981470108032
ecae5c32-a624-4614-b7b7-06fdea193ba6,2026-08-30T08:30:41.878566+00:00,Toute sortie du festival est elle définitive ?,Program,General,0.5109508633613586
ecae5c32-a624-4614-b7b7-06fdea193ba6,2026-08-30T08:32:50.486156+00:00,Du coup avec mon billet lakeside je peux retourner au parking et revenir ensuite,Venue,ReEntry,0.6452003717422485
ecae5c32-a624-4614-b7b7-06fdea193ba6,2026-08-30T08:34:10.027163+00:00,Quels sont les horaires d’ouverture et fermeture ?,Program,Schedule,0.709110677242279
ed0148ca-75d0-4456-a201-f2331528ecb5,2026-08-30T14:50:13.175247+00:00,Ik zie op het festivalterrein steeds een snelle rib varen kan ik daar tickets voor kopen om mee te varen?,Access,Upgrade,0.5857982635498047
ed4c7633-1163-46f1-8bb0-0e372819a6b2,2026-08-30T05:43:20.835072+00:00,Waar is straks het ontbijt buffet,Payments,Diet,0.3574063777923584
ed4c7633-1163-46f1-8bb0-0e372819a6b2,2026-08-30T05:44:38.859135+00:00,Het is op de camping als het goed is,Venue,Amenities,0.6100999116897583
f19753cb-cc7e-40a7-a766-fd8f5ad0ff5c,2026-08-30T10:00:50.885446+00:00,Stop massaging,None,None,0.24811699986457825
f19753cb-cc7e-40a7-a766-fd8f5ad0ff5c,2026-08-30T10:01:20.267011+00:00,"""STOP MESSAGING""",None,None,0.35995572805404663
f71d2e2b-7b2f-4834-b4ac-c79aaf5c16ed,2026-08-30T07:14:15.903519+00:00,Hello. Where i can ask if i lost my wallet last night. I lost all my finnish cards. Best regards Mirva,Venue,LostFound,0.436689555644989
fb0a6b9b-abb5-4899-908d-6f7d41b2bf86,2026-08-30T00:01:54.223184+00:00,Where is the lost and found,Venue,LostFound,0.5199785828590393
fb0a6b9b-abb5-4899-908d-6f7d41b2bf86,2026-08-30T00:02:44.347333+00:00,Yes I am at the luxury district but found the wallet on the general camping where do I bring it,Venue,Lockers,0.5733087062835693
fb0a6b9b-abb5-4899-908d-6f7d41b2bf86,2026-08-30T07:33:52.826436+00:00,Is there any jump up or dnb on Sunday,Program,Schedule,0.39946886897087097
fb0a6b9b-abb5-4899-908d-6f7d41b2bf86,2026-08-30T15:04:38.183242+00:00,When does dr donk play,Program,Schedule,0.28467002511024475
fb418a67-4a0a-4be2-b590-4f523c1de981,2026-08-30T07:48:09.443717+00:00,Kann ich hier einfach Fragen auf deutsch stellen?,None,None,0.2737407088279724
fb418a67-4a0a-4be2-b590-4f523c1de981,2026-08-30T07:49:25.352976+00:00,"Wir würden heute schon gerne ein paar Sachen zum Auto bringen, können wir dafür auch heute (Sonntag) schon zum Parkplatz für Autos laufen, Sachen wegbringen und wieder aufs Campinggelände drauf? Also ist ein Re-Entrance möglich?",Venue,Lockers,0.5083518028259277
fb57ebd4-d916-4045-965c-8248dd7ce09e,2026-08-30T11:09:44.193768+00:00,Can I leave on Monday at 5am?,Program,Schedule,0.4507966637611389
fb57ebd4-d916-4045-965c-8248dd7ce09e,2026-08-30T11:10:20.698786+00:00,Do I need to check out from my luxury district accommodation?,Venue,CheckIn,0.6319794654846191
fb57ebd4-d916-4045-965c-8248dd7ce09e,2026-08-30T11:40:17.026438+00:00,"If I want to leave by uber on Monday morning, where is the pickup point?",Transport,Parking,0.6295966506004333
fb57ebd4-d916-4045-965c-8248dd7ce09e,2026-08-30T13:14:57.290291+00:00,Where should I set the pick up pin on kommerstraat?,Venue,Shops,0.37549033761024475
fb57ebd4-d916-4045-965c-8248dd7ce09e,2026-08-30T15:04:25.550828+00:00,Where can I get some coffee near the main stage?,Venue,Map,0.48976731300354004
fb57ebd4-d916-4045-965c-8248dd7ce09e,2026-08-30T15:07:05.079344+00:00,"Can you assign a step from baking a chocolate cake recipe to each stage from Sunday, and tell me in which order I should visit them, so that a chocolate cake would be made, and I would enjoy my time on the festival grounds?",Venue,Map,0.43628525733947754
